用户ID,性别,年龄,归属地,客户类型,在网时长,换机频率,终端品牌,终端类型,最近使用操作系统偏好,入网渠道类型,渠道类型描述,上网流量使用,漫游流量使用,总收入,增值收入,流量收入,短信收入,彩信收入,语音收入,是否欠费,产品大类,产品分类
CEFED59132B7927B75D8ED43EF4856FA,男,21,北京,公众客户,5,频繁换机型,中兴,2G,ANDROID,1,自有渠道,589.96595,589.458281,17,4,3,0.9,1,3,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
CF0F0D42ED4FCCE99A58838D5B727A7A,男,29,北京,公众客户,49,频繁换机型,,0,,2,社会渠道,316.080682,90.150016,49.2,1.6,1.4,0.1,0.2,9.6,是,国内流量套餐,20元300MB国内流量套餐
CF218FECBF13B1B79B5A9CB3AC67EE1B,男,20,天津,公众客户,21,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,2092.886244,2092.886244,122.3,21.1,21,0.1,0,5.2,否,国内流量套餐,30元500MB国内流量套餐
D043812D132295F990D19FAB643408F5,女,33,衡水,公众客户,28,频繁换机型,,0,,2,社会渠道,544.985764,56.975958,57.8,18.4,17.1,1.3,1.3,3.4,否,本地套餐,4G本地套餐-36元套餐
D129DF16B5182075F02FDD937C5F6423,女,49,北京,公众客户,63,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,1547.838404,1336.915531,355.32,293.6,283.6,25,0,32.72,否,国内流量套餐,10元100MB国内流量套餐
D13F779C577F8B29F1319CB80ABB8E28,男,23,北京,公众客户,1,频繁换机型,三星,2G,ANDROID 4.1.2,1,自有渠道,33.070703,0,57.2,11.6,10.2,1.4,1.4,45.6,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
D1A386A205BCE32F3F95E138DA6AC28E,男,24,廊坊,公众客户,1,频繁换机型,金立,4G,ANDROID,2,社会渠道,20.933471,5.568899,12.3,7.5,6.3,1.1,1.2,4.8,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
D2B31A7429C882386813E9A3F3CDE021,女,35,天津,公众客户,62,频繁换机型,苹果,3G,IOS,2,社会渠道,2015.22189,176.151591,190.29,51.37,60,8,0.37,56.93,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
C692C051A52B61302F7F1D737AD40517,男,21,北京,公众客户,8,频繁换机型,三星,4G,ANDROID 5.1.1,2,社会渠道,936.350814,480.092005,68.45,42.7,41.7,1,1,15.75,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
55965F9109076D940A792EF15DC7A479,男,20,石家庄,公众客户,2,频繁换机型,魅族,2G,ANDROID 5.0.1,2,社会渠道,2326.960158,0,149.35,10.65,6.3,6.2,0,35.62,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
57BD75162B4D9BA493C78339254AF1F7,男,31,北京,公众客户,10,频繁换机型,苹果,3G,IOS,1,自有渠道,302.974884,0,64.65,53.9,22.8,0.2,0.2,0.75,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
587C224947F4D79291BD3C8B1B1B9C4C,男,39,北京,公众客户,5,频繁换机型,乐视,4G,ANDROID,1,自有渠道,189.407082,33.995695,17.6,3.4,2.4,1,1,4.2,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
58CE0C25C3D112F0C7E2CB3A7CF06396,男,53,邢台,公众客户,106,频繁换机型,,0,,2,社会渠道,0.502965,0.096191,22.5,1.9,0.3,1.6,1.6,0.6,否,4G本地语音套餐,4G本地语音套餐-20元套餐
58F768D1CEA0CF2D2302BB954B025534,女,19,北京,公众客户,1,频繁换机型,魅族,3G,ANDROID 5.1,2,社会渠道,19.233118,0,24,23.4,5.7,17.7,17.7,0.6,否,校园专属-非小区基本套餐,校园专属-沃派16元套餐(北京)
59148AF2195351077A4518419020109D,女,32,北京,公众客户,1,频繁换机型,小米,4G,ANDROID 5.1,1,自有渠道,57.711807,6.493869,43.2,2.2,2.1,0.1,0.1,1,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
591C077EF2831B4F5CD0183C4335FAEF,男,22,北京,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,339.813306,0,46.4,18.2,2.2,1,1,28.2,否,国内流量套餐,20元300MB国内流量套餐
5922488543438E84324DF936C4BE10F6,女,37,廊坊,公众客户,29,频繁换机型,三星,2G,ANDROID 4.2.2,2,社会渠道,0.004724,0,11.6,1.3,0.3,1,1,0.3,否,4G本地语音套餐,4G本地语音套餐-10元套餐
59EED6466ACBF43DC45E2672AB2FF901,女,29,沧州,公众客户,40,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,4006.678368,259.052959,273.88,6.31,40,1.12,0.2,32.56,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
5B08897EB2E0AE8EA7D891D468859900,男,42,天津,公众客户,34,频繁换机型,苹果,4G,IOS 7.0,2,社会渠道,3940.966002,0.305369,96.35,0,0.6,0.2,0,18.3,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
5C3CC1C9A239A3BF028298216FF88E10,男,21,北京,公众客户,1,频繁换机型,小米,4G,ANDROID 5.1.1,2,社会渠道,611.410933,0,144.1,21.3,17.7,3.6,3.6,22.8,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
5CF3A2252018EAF6B6607502DEA8B780,男,35,北京,公众客户,1,频繁换机型,小米,4G,ANDROID 5.0.2,1,自有渠道,545.577138,1.164935,42.2,0.8,0.6,0.2,0.2,1.4,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
D69F1ADA27D8402E8B4F5DDBDDF5D791,女,27,北京,公众客户,31,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,2073.492118,23.969517,33.9,19.1,18.3,0.8,0.8,4.8,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
D6E32645B183D3A675FFBDEBFA61A05E,男,33,北京,公众客户,113,频繁换机型,华为,4G,ANDROID,2,社会渠道,741.229357,176.638338,130.7,7.3,6.2,1.1,1.1,17.4,是,国内流量套餐,30元500MB国内流量套餐
D73DEB85C59DAD62763B9EDED057BCC2,男,43,北京,公众客户,19,频繁换机型,小米,2G,ANDROID 4.4.4,2,社会渠道,7.383726,4.531191,207.75,156.5,1.5,155,155,5.25,否,校园专属-非小区基本套餐,校园专属-沃派16元套餐(北京)
D7AB9DC6C71BD57DE115DCC7E3A05F01,男,44,天津,公众客户,103,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,459.768098,0,93.1,24.8,18.3,5,0,3.7,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
D91685BB9AD6F34F9815D946449D22E7,男,51,廊坊,公众客户,7,频繁换机型,富可视,4G,ANDROID,2,社会渠道,6.065613,6.065613,18.5,2.3,2.1,0.2,0.2,0.2,否,4G本地语音套餐,4G本地语音套餐-16元套餐
D943F5531B0CADBB19E39A652DC94D07,男,19,承德,公众客户,30,频繁换机型,苹果,3G,IOS 7.0,2,社会渠道,1617.68895,0,90.85,34.9,33,1.9,1.9,37.95,否,省内流量套餐,10元150MB省内流量套餐
D95F846EA34FDCCB3CA30BBA4AE37331,男,23,天津,公众客户,1,频繁换机型,苹果,4G,IOS 6.0,2,社会渠道,97.142356,20.937528,14.75,7.7,6.3,1.1,0.6,7.05,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
D9E289E6D2560F51BA405DB3B472F063,男,24,北京,公众客户,1,频繁换机型,华为,4G,ANDROID 5.0.2,2,社会渠道,0.027199,0,18.4,0.4,0.3,0.1,0.1,18,是,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
DAC05591FBA35BF949A193331705F0DD,男,23,天津,公众客户,8,频繁换机型,苹果,4G,IOS 9.3,2,社会渠道,923.716978,73.673193,55.6,0,0.6,0.3,0,15.6,否,本地套餐,4G本地套餐-40元套餐（京津）
DB2B81211A14AFCDD2B5CAE534199D2A,女,,天津,公众客户,27,频繁换机型,苹果,3G,IOS 7.0,2,社会渠道,884.491803,11.838904,133.4,6.85,3.6,10,0,86.55,否,本地套餐,4G本地套餐-40元套餐（京津）
D5D758F3B0ED4FDF8E8FF1FD0D6B4785,男,47,天津,公众客户,62,频繁换机型,苹果,4G,IOS,2,社会渠道,288.276316,185.930406,349.58,1.3,195,1.3,0,17.28,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
D5E7E8FF8EA04F7D6ADFF4114DCC18CF,男,34,石家庄,公众客户,9,频繁换机型,苹果,3G,IOS 6.0,2,社会渠道,493.990842,443.071108,99.6,58.4,58.2,0.2,0.2,11.2,是,4G本地语音套餐,4G本地语音套餐-10元套餐
D63226F00A67E2FFFE5ABEFA6F4D900A,男,34,北京,公众客户,14,频繁换机型,三星,4G,ANDROID 4.4.2,2,社会渠道,260.064376,103.72372,57.3,33.2,31.2,2,0,8.1,否,校园专属-非小区基本套餐,校园专属-沃派16元套餐(北京)
D6429835C584EC34CA5C1B45238C5562,男,34,天津,公众客户,98,频繁换机型,华为,4G,ANDROID 5.1,1,自有渠道,7.018764,6.240954,38.9,0,2.1,5,0,12.9,否,本地套餐,4G本地套餐-26元套餐
D696831374E2A0B5AE9E341FB760781A,男,25,唐山,公众客户,8,频繁换机型,苹果,3G,IOS 6.0,2,社会渠道,823.033425,130.52991,141.75,112.5,112.2,1.8,0,3.25,否,本地套餐,4G本地套餐-26元套餐
D6B26FFF1A10122BF31E70E177A4857A,女,24,张家口,公众客户,4,频繁换机型,电意,4G,ANDROID 4.4.4,2,社会渠道,659.951123,0,30.1,3.7,3.6,0.1,0.1,0.4,否,本地套餐,4G本地套餐-26元套餐
D71DC30FAFD74989DCDCE4E2B95E3ADF,男,29,北京,公众客户,111,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,172.214757,65.325493,68.6,14.6,14.4,0.2,0.2,24,是,国内流量套餐,10元100MB国内流量套餐
D80CA08F2C9327292EF713A200E0BFC3,无法区分,,邢台,集团-中小企,1,频繁换机型,三星,3G,ANDROID 4.2.2,1,自有渠道,56.440834,0,5.18,4.92,5.7,0.1,0.08,0.26,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
D90A50F6706AD49CF2452C71F5359887,男,43,天津,公众客户,43,频繁换机型,苹果,3G,IOS,2,社会渠道,3397.950943,0,205.34,63.24,60,0.3,0,6.96,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
D9CCCC6EF082482ED8A48CB34193CBF6,女,55,石家庄,公众客户,8,频繁换机型,,0,,2,社会渠道,0.013417,0,36.35,1.9,0.3,1.6,1.6,24.45,否,4G本地语音套餐,4G本地语音套餐-10元套餐
DA5E16DFA52FBB3273B3C1FC3B5D03A3,女,20,北京,公众客户,5,频繁换机型,欧珀,2G,ANDROID 4.2.1,1,自有渠道,141.527799,118.539319,19.3,3.9,0.6,3.3,3.3,5.4,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
042AE17404887742D09839DB0D191C1E,女,33,天津,公众客户,11,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,221.871527,10.597325,40.2,1.3,3.3,8,0,12.9,否,本地套餐,4G本地套餐-26元套餐
04455C302C75A3479E2448C21EBEDFBD,男,21,保定,公众客户,10,频繁换机型,苹果,4G,IOS 7.0,1,自有渠道,826.721643,0,64.35,38.4,38.4,0.4,0,9.95,否,本地套餐,4G本地套餐-16元套餐
05140BC2342FF00A512230427C51044E,男,39,天津,公众客户,71,频繁换机型,三星,4G,ANDROID 4.4.4,1,自有渠道,750.980942,13.551311,78.45,0,4.2,0.1,0,8.45,否,本地套餐,4G本地套餐-70元套餐
05443F794E5EAE9FD001A868879E09B1,男,17,保定,公众客户,1,频繁换机型,三星,3G,ANDROID 4.2.2,2,社会渠道,773.854742,13.673864,75.1,15.3,8.7,5.7,6.6,23.8,是,本地套餐,4G本地套餐-36元套餐
05F2E10FA0CBF90EC41B92CA9DFE6736,男,42,天津,公众客户,1,频繁换机型,华为,2G,ANDROID 4.4.4,2,社会渠道,232.743652,64.787217,50.5,19.8,19.5,0.3,0,30.7,否,本地套餐,4G本地套餐-40元套餐（京津）
0649ADC23F45CD761F36C6FA08885E34,男,36,北京,公众客户,1,频繁换机型,维沃,2G,ANDROID,2,社会渠道,37.788591,37.788591,152.7,12.7,11.4,1.3,1.3,140,是,校园专属-非小区A套餐,校园专属-沃派36元A套餐
07403A0041AECD9B3F79616E7B17EEDC,无法区分,,北京,集团-大客户,12,频繁换机型,,4G,,1,自有渠道,267.086692,20.471372,1376.82,526.86,470.56,55,0,593.96,否,基本套餐,296元基本套餐（含国内语音1000分钟，国内流量4GB)
0791F6778CDF8A0B00430B929F6F6C03,男,26,天津,公众客户,42,频繁换机型,,0,,2,社会渠道,261.755788,16.536136,58.45,31.5,5.1,16.2,31.5,0.95,否,本地套餐,4G本地套餐-26元套餐
07E1377333A062819234D5A0D1599C62,无法区分,,天津,集团-中小企,6,频繁换机型,小米,4G,ANDROID 5.0,1,自有渠道,2731.871846,639.388655,92.6,77.3,77.1,0.2,0.2,9.3,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
07E89134D3F8886A01E709FBEBB5A3A5,男,35,衡水,公众客户,164,频繁换机型,华为,4G,ANDROID,2,社会渠道,0.500612,0,25.8,2.6,0.3,0.8,2.3,13.2,否,4G本地语音套餐,4G本地语音套餐-10元套餐
09AFE922D6FA81441D7D7842341445D7,女,34,天津,公众客户,1,频繁换机型,欧珀,2G,ANDROID 4.3,1,自有渠道,7.097308,1.671213,23.3,2.7,2.1,0.6,0.6,20.6,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
0AFBA5D67E9303331539C9BDD9FFABB7,女,24,天津,公众客户,11,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,675.518663,675.518663,90.8,0,3.3,0.4,0,50.8,否,本地套餐,4G本地套餐-40元套餐（京津）
0B83B51AB89E475C1B24198F78476334,女,47,天津,公众客户,158,频繁换机型,三星,3G,ANDROID 4.3,1,自有渠道,897.869523,0,102.85,27.54,29.4,3,0,10.71,是,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
A9035397C0B40875A644DD27295895AB,女,33,北京,公众客户,40,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,1695.520084,112.821216,303.92,9.76,120,0.76,0,13.16,否,基本套餐,166元基本套餐（含国内语音500分钟，国内流量2GB）
AA03A66DACF4AA24851A4B7D1D7F4556,男,54,保定,公众客户,26,频繁换机型,欧奇,2G,,2,社会渠道,0.083813,0,16.45,0.6,0.3,0.3,0.3,5.85,否,4G本地语音套餐,4G本地语音套餐-10元套餐
AA7EB7D25B1C0DDB2BFB78384FD09C72,女,19,北京,公众客户,1,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,210.937629,0,60.8,60.2,60,0.2,0.2,0.6,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
AAF8AD269F90663AFE5E772F981C26E5,男,25,北京,公众客户,1,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,766.653975,0,175.85,61.8,60,1.8,1.8,46.05,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
AB95D74FF87C9D305B0EFC112EE15F8C,女,22,唐山,公众客户,23,频繁换机型,苹果,3G,IOS 7.0,2,社会渠道,1173.381199,0,86.3,9.5,7.2,2,2,40.8,否,本地套餐,4G本地套餐-36元套餐
ABA6E8DB88023790E0A7833A5CB2300F,女,18,张家口,公众客户,8,频繁换机型,小米,4G,ANDROID 4.4.2,1,自有渠道,686.990659,0,51.3,10,9,0.7,0.7,15.3,否,本地套餐,4G本地套餐-26元套餐
AD3343B035AA1A96785EF88E592BC173,男,26,天津,公众客户,37,频繁换机型,小米,3G,ANDROID 4.3,1,自有渠道,1125.167924,1125.167924,120.06,12.54,20.2,2.34,0,11.52,否,国内流量套餐,30元500MB国内流量套餐
AF4EFC657A7691D3032A2832F2786F43,女,47,天津,公众客户,137,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,835.093507,27.154365,82.65,26.8,8.4,3.4,0,28.2,否,本地套餐,4G本地套餐-26元套餐
AFD78F3BC3398C1BEE4A087CB928BDD8,男,17,石家庄,公众客户,16,频繁换机型,苹果,3G,IOS 6.0,2,社会渠道,964.334775,0,139.4,76.1,64.2,1.4,1.4,27.3,否,本地套餐,4G本地套餐-36元套餐
B0F097940A0C1CD946BE39B4E458671A,女,23,北京,公众客户,27,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,3308.809197,948.185973,200.05,123.7,104.4,10,0,40.35,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
B10405A41975FDB95BE705408303E491,女,49,天津,公众客户,3,频繁换机型,奥珀,4G,ANDROID,2,社会渠道,309.666096,0.89701,78.4,0.7,0.3,0.4,0,37.7,否,本地套餐,4G本地套餐-40元套餐（京津）
B2DAE5E0F8D2AB4E4AE2F0005AAE76D3,男,25,石家庄,公众客户,6,频繁换机型,小米,3G,ANDROID 4.2.2,2,社会渠道,78.004217,0,70.5,14.7,3.9,10.8,10.8,49.8,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
B3E880A80F6674017DB719CE7A948910,男,27,北京,公众客户,45,频繁换机型,小米,4G,ANDROID 4.4.2,1,自有渠道,504.537091,55.576143,47.8,0.9,0.2,0.7,0.7,0.9,否,国内流量套餐,30元500MB国内流量套餐
B3EDE0861D1AFCCE5D25D91C0A17E0C0,男,60,石家庄,公众客户,2,频繁换机型,,0,,2,社会渠道,58.205262,0,60.05,20.2,17.7,2.2,2.2,29.85,否,4G本地语音套餐,4G本地语音套餐-10元套餐
B449A6096D1750C033A2186789E1C149,男,36,北京,公众客户,65,频繁换机型,苹果,3G,IOS 6.0,1,自有渠道,1495.699369,820.643356,115.66,0.26,5,0.52,0,14.4,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
B450C0B9A5E5D03E0C2EBF93890CDCFF,女,33,天津,公众客户,1,频繁换机型,维沃,4G,ANDROID,2,社会渠道,983.44576,213.043479,66.7,60.1,60,0.1,0.1,6.6,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
B4AEAF20048FD00AC19CD5AF9B00D81B,女,28,张家口,公众客户,15,频繁换机型,小米,3G,ANDROID 4.1.1,1,自有渠道,301.189316,0,27.15,1.4,1.2,0.2,0.2,9.75,否,本地套餐,4G本地套餐-16元套餐
B566EDE3E8B25D533102C1A65039C417,男,34,北京,公众客户,10,频繁换机型,,0,,2,社会渠道,363.315752,363.315752,119.9,48.7,32.8,15.9,15.9,1.2,否,国内流量套餐,10元100MB国内流量套餐
E99B1607646580AC643FB93CC217CCBD,男,33,石家庄,公众客户,110,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,471.392305,8.4742,55.95,2.1,0.3,2.1,2.1,17.85,否,省内流量套餐,20元450MB省内流量套餐
E9E595A51F5284D33D3E0B2FB2C56E8D,男,48,秦皇岛,公众客户,54,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,586.886749,28.587238,116.89,19.98,25,9.28,0,8.88,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
EAF653B2AA0A35D9A37874FB3E997278,男,52,北京,公众客户,1,频繁换机型,苹果,3G,IOS 6.0,1,自有渠道,105.384111,0,18.1,3.1,1.2,1.9,1.9,7,否,国内流量套餐,10元100MB国内流量套餐
EB51343B9C1FDF109F6D3B7CD2F97459,女,36,天津,公众客户,60,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,2183.102052,35.477495,109.67,3.8,10.8,3.8,0,11.44,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
EBE2625591015B80FDC5F1D586E4C13C,男,33,北京,公众客户,22,频繁换机型,三星,2G,ANDROID 4.3,1,自有渠道,14.858604,0,21.35,2.5,1.2,1.3,1.3,8.85,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
EC480E7667804197E51640092E8E820D,男,40,石家庄,公众客户,1,频繁换机型,欧珀,4G,ANDROID 4.2.1,2,社会渠道,44.436516,0,10.15,1.3,0.3,1,1,8.85,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
5F994B35A16C15B8716F971FDB05E649,男,28,北京,公众客户,20,频繁换机型,苹果,3G,IOS,2,社会渠道,1336.065081,103.781542,120.8,1.04,10,1.04,0,13.76,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
603223919DFB39354AB0F00935FC3B47,男,44,天津,公众客户,4,频繁换机型,维沃,4G,ANDROID,2,社会渠道,1477.940043,1477.940043,144.9,0,17.1,0.1,0,10.53,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
609CA77B04A40EB89978F703C8D43BE0,男,40,邯郸,公众客户,1,频繁换机型,电意,2G,ANDROID 4.2.2,1,自有渠道,0.338489,0,6.48,0.27,0.1,0.2,0.18,6.21,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
6107E34E1A113BB9BE8D7E37A9DE2E58,女,24,唐山,公众客户,25,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,2241.592553,1303.694735,281.3,64.05,60,1.56,0,0.96,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
616DF55A4C8DB2892F2A6EB0737A48E7,男,44,北京,公众客户,56,频繁换机型,三星,4G,ANDROID 5.0,2,社会渠道,945.854689,0,105.55,54.1,44.1,10,0,6.45,是,本地套餐,4G本地套餐-40元套餐（京津）
618D8D91531522C989B102729AE7FF52,女,37,天津,公众客户,105,频繁换机型,小米,4G,ANDROID 4.4.2,1,自有渠道,1239.327165,12.385119,97.55,40.1,34.8,5,0.3,8,否,4G本地语音套餐,4G本地语音套餐-46元套餐
6233668985170236B0D6AD48A6217683,男,26,天津,公众客户,160,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,17645.1364,4013.406782,257.47,108.82,120,5,0.07,1.65,是,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
62B87B0DD93927B84FA8D9D1F2A5ADE0,女,24,北京,公众客户,60,频繁换机型,苹果,4G,IOS 7.0,2,社会渠道,2556.896059,2428.196402,315.05,130,120,10,0,49.05,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
632EF8C3E6FF7206F0C5A35ACDE3ADB0,女,51,唐山,公众客户,69,频繁换机型,三星,3G,ANDROID 4.0.4,2,社会渠道,0.113678,0,28.65,0.4,0.3,0.1,0.1,8.25,否,4G本地语音套餐,4G本地语音套餐-20元套餐
63C41F4524119B900A7BF4CC5F0F0D81,男,62,承德,公众客户,96,频繁换机型,亿通,2G,,2,社会渠道,0.736036,0,16.85,2.5,0.3,0.2,0.2,4.35,否,4G本地语音套餐,4G本地语音套餐-10元套餐
644CE2B691E44FC1875134541753E5B2,女,30,沧州,公众客户,36,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,1015.129602,1015.129602,126.3,7.9,4.6,3,3.3,70.4,否,国内流量套餐,60元1GB国内流量套餐
650B858C23595F9DCCDD77DD997C3162,男,29,石家庄,公众客户,45,频繁换机型,小米,4G,ANDROID 5.1.1,1,自有渠道,2125.673852,115.236654,146.1,34.35,33.6,0.2,0,8.67,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
652056C949FB369A2C241AC6B534E765,男,33,衡水,公众客户,1,频繁换机型,TELIT,2G,,2,社会渠道,0.365147,0,24.25,0.4,0.3,0.1,0.1,23.85,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
65585BF8EAC7CE00B065D8040028FA35,女,19,北京,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,19.019075,13.344702,7.5,6.1,6,0.1,0.1,1.4,否,省内流量套餐,10元150MB省内流量套餐
660069E9099E61C36DCEDC2146EC4F87,男,35,张家口,公众客户,1,频繁换机型,酷比,2G,ANDROID,2,社会渠道,14.945676,0,21.8,4.6,4.5,0.1,0.1,1.2,否,4G本地语音套餐,4G本地语音套餐-16元套餐
