,用户ID,性别,年龄,归属地,客户类型,在网时长,换机频率,终端品牌,终端类型,最近使用操作系统偏好,入网渠道类型,渠道类型描述,上网流量使用,漫游流量使用,总收入,增值收入,流量收入,短信收入,彩信收入,语音收入,是否欠费,产品大类,产品分类
5875,708ECBC178A7A5BBE16C71C99150406F,女,19.0,石家庄,公众客户,22,频繁换机型,苹果,4G,IOS 7.0,2.0,社会渠道,566.950895,0.0,132.05,14.4,13.5,1.0,0.9,91.65,否,校园专属-非小区B套餐,校园专属-沃派26元B套餐
5878,A1B911E6258AB0A2E0E7490D84460894,男,23.0,北京,公众客户,18,频繁换机型,三星,4G,ANDROID 4.4.4,2.0,社会渠道,826.34088,826.34088,79.1,27.5,8.0,4.5,4.5,1.6,否,国内流量套餐,30元500MB国内流量套餐
5880,A1CBB59C68E28C6C55EF05FADA3CDB52,男,34.0,北京,公众客户,9,频繁换机型,华为,2G,ANDROID 4.4.2,1.0,自有渠道,3.798912,0.0,20.15,1.3,0.6,0.7,0.7,8.85,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
5881,D35C760E9D87263ECC08EEFDE3607978,男,35.0,天津,公众客户,1,频繁换机型,三星,4G,ANDROID 4.4.4,1.0,自有渠道,33.057692,0.437826,13.6,10.9,10.2,0.7,0.0,2.7,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
5882,D46126E7474065C25552081B3E54E164,女,36.0,北京,公众客户,10,频繁换机型,苹果,4G,IOS 7.0,1.0,自有渠道,40.709818,0.0,12.95,1.6,1.5,0.1,0.1,1.35,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
5883,D47ADE8F8CF8ECA78A49F862CD51952D,男,31.0,天津,公众客户,1,频繁换机型,欧珀,4G,ANDROID,1.0,自有渠道,529.993719,0.0,28.2,5.5,5.4,0.1,0.1,2.7,否,本地套餐,4G本地套餐-40元套餐（天津）
5884,D4B599C54BB2153EBD2A9C066A8660DE,女,33.0,天津,公众客户,18,频繁换机型,三星,4G,ANDROID 4.4.4,1.0,自有渠道,874.19816,0.0,67.55,18.15,10.5,10.0,0.0,23.4,否,本地套餐,4G本地套餐-26元套餐
5885,D5014BB9CC77F08FA962FDC7ACD7675D,女,31.0,保定,公众客户,16,频繁换机型,欧珀,4G,ANDROID 4.4.4,2.0,社会渠道,32.477062,32.477062,81.9,10.1,9.9,0.2,0.2,55.8,是,本地套餐,4G本地套餐-16元套餐
5886,D576608B2AB04844D56E6B6533160B3F,男,39.0,天津,公众客户,2,频繁换机型,华为,2G,ANDROID 5.0,2.0,社会渠道,821.440722,0.0,72.05,24.3,24.3,0.2,0.0,7.75,否,本地套餐,4G本地套餐-40元套餐（京津）
5887,E3ED8853A79D646098A28EB0F803FEDF,女,32.0,石家庄,公众客户,7,频繁换机型,乐视,4G,ANDROID,2.0,社会渠道,0.860563,0.0,18.6,0.5,0.3,0.2,0.2,8.1,否,4G本地语音套餐,4G本地语音套餐-10元套餐
5888,E472CD6732288694E91A4A39B0F10687,男,31.0,邢台,公众客户,1,频繁换机型,华蜀,2G,ANDROID,2.0,社会渠道,0.003679,0.0,12.6,0.4,0.3,0.1,0.1,2.2,否,4G本地语音套餐,4G本地语音套餐-20元套餐
5889,E5407D9D642134F09683441AD652D5F0,女,50.0,北京,公众客户,52,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,874.46301,458.701823,1021.64,39.18,255.0,38.88,37.1,615.57,否,智慧沃家共享,智慧沃家共享套餐-全国流量包79.9元2GB
5890,E5CA964B6AD628D43649F2F4F0C8A420,女,24.0,北京,公众客户,2,频繁换机型,魅族,3G,ANDROID 4.2,2.0,社会渠道,358.239637,0.0,68.45,6.2,4.5,1.7,1.7,56.25,否,校园专属-非小区基本套餐,校园专属-沃派16元套餐(北京)
5891,E5D572A8EB6022A5B7B0AF4113C6D586,男,33.0,北京,公众客户,63,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,3.87406,3.87406,37.25,5.04,10.0,5.04,0.0,1.86,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
5892,E5E8BC54F84D0C48F60CCA434FC0DDF3,女,26.0,北京,公众客户,3,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,885.823016,23.6123,21.35,1.6,0.9,0.7,0.7,9.75,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
5893,BB932F9EF69CFD04DBB020F0F5103F13,女,34.0,北京,公众客户,1,频繁换机型,华为,3G,ANDROID,1.0,自有渠道,952.504982,4.821582,164.65,54.3,45.6,8.7,8.7,4.35,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
5894,18FACB8DDD82DD52837E3996813DAF93,女,25.0,张家口,公众客户,37,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,1019.067357,5.551398,164.45,81.2,80.4,0.8,0.8,47.25,否,本地套餐,4G本地套餐-36元套餐
5895,190357E9FB0D41EF3CC0D777B8268DF7,女,21.0,北京,公众客户,106,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,1073.403939,77.345886,98.74,23.86,23.1,0.76,0.0,20.88,否,省内流量套餐,60元1.5GB省内流量套餐
5896,191AB707CA24565A1ACD23FDB6AD1AA2,女,63.0,保定,公众客户,1,频繁换机型,欧珀,2G,ANDROID,2.0,社会渠道,0.753452,0.0,64.4,1.0,0.3,0.7,0.7,53.4,否,4G本地语音套餐,4G本地语音套餐-10元套餐
5897,19A5264F4F8BDA5D02346A17CDBF7BBF,女,39.0,天津,公众客户,44,频繁换机型,小米,4G,ANDROID 4.4.4,2.0,社会渠道,449.605446,71.193795,90.6,19.5,19.5,0.1,0.0,45.1,否,本地套餐,4G本地套餐-26元套餐
5898,19EFDB2422B133DFE475CAE4A8B751FB,男,28.0,天津,公众客户,1,频繁换机型,苹果,3G,IOS,2.0,社会渠道,544.970016,543.75641,92.5,43.5,43.2,0.3,0.2,9.0,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
5899,1A0AD390DBA12F49BEA5EDE9D3F0941E,女,53.0,北京,公众客户,4,频繁换机型,三星,4G,ANDROID 4.3,1.0,自有渠道,2405.13032,998.606058,135.65,121.3,120.3,1.0,1.0,4.35,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
5901,1ABBD5B92733B376DAC574CBC923276C,女,32.0,石家庄,公众客户,26,频繁换机型,乐视,4G,ANDROID,1.0,自有渠道,361.851452,88.443926,113.55,64.4,63.6,0.8,0.8,33.15,否,本地套餐,4G本地套餐-16元套餐
5902,1D960A30AD6D74B6E90DA027BAF12905,男,18.0,北京,公众客户,34,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,441.901869,0.0,93.35,13.9,3.9,10.0,0.0,3.45,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
5903,1D98783BB645BE6363532B4C39B7466E,男,32.0,唐山,公众客户,2,频繁换机型,小米,2G,ANDROID 4.4.4,1.0,自有渠道,1.528694,0.0,37.25,0.3,0.2,0.4,0.2,36.95,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
5904,1E41C9D0103D64C32CB212F223C8440C,女,53.0,天津,公众客户,2,频繁换机型,小米,4G,ANDROID 5.0.2,2.0,社会渠道,444.350646,30.23531,64.92,1.34,25.1,1.34,0.0,7.68,否,本地套餐,4G本地套餐-40元套餐（京津）
5905,1E871776EB312BF2D4D2C6DFF93CBD86,男,39.0,沧州,公众客户,89,频繁换机型,小米,4G,ANDROID 5.0.2,1.0,自有渠道,2.740281,0.0,30.2,1.2,0.9,0.3,0.3,9.0,否,4G本地语音套餐,4G本地语音套餐-20元套餐
5906,1E9459E052073A4D5153D06CD66D94CC,男,37.0,天津,公众客户,46,频繁换机型,电意,4G,ANDROID 4.4.2,1.0,自有渠道,101.964363,0.391213,24.55,8.3,0.3,8.0,0.0,2.25,否,省内流量套餐,10元150MB省内流量套餐
5907,1E990FD22E7373818EC417C0BFF3618F,男,49.0,天津,公众客户,74,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,1698.941831,38.043973,139.83,4.0,3.8,0.2,0.0,23.4,否,国内流量套餐,60元1GB国内流量套餐
5908,1F8400C5C899CCA1B9C4EBA48717DE48,女,42.0,天津,公众客户,7,频繁换机型,苹果,4G,IOS 7.0,2.0,社会渠道,1324.202228,736.165113,300.39,0.78,160.0,1.08,0.0,22.08,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
5909,2048CAE25DEA1CC30B6A44CC55BA2596,男,17.0,承德,公众客户,8,频繁换机型,努比亚,4G,ANDROID 5.0,2.0,社会渠道,2574.701742,0.0,47.1,9.1,9.0,0.1,0.1,3.0,否,省内流量套餐,30元750MB省内流量套餐
5910,2200A08209D69205063851DA287E5990,男,20.0,北京,公众客户,1,频繁换机型,小米,4G,ANDROID 4.4.2,2.0,社会渠道,408.992587,78.59517,45.25,24.1,23.7,0.1,0.1,3.15,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
5911,22817D8B066130DACD0A247ED509F286,女,40.0,天津,公众客户,82,频繁换机型,美图,3G,ANDROID 4.2.1,1.0,自有渠道,244.711266,0.0,152.25,73.8,73.5,3.0,0.0,32.45,否,4G本地语音套餐,4G本地语音套餐-46元套餐
5912,270CB4872C34A237B317834C0CA465F9,男,52.0,邢台,公众客户,102,频繁换机型,金立,2G,ANDROID,2.0,社会渠道,38.500963,1.931433,128.75,3.9,0.6,3.3,3.3,108.85,否,本地套餐,4G本地套餐-16元套餐
5913,278C00FCC16810F1B0F40ECADCC2C253,男,27.0,天津,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,771.055372,9.270372,5.05,4.6,3.0,1.6,1.6,0.45,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
5914,27E2D6055CA70398131A68E0803987A9,男,28.0,承德,公众客户,47,频繁换机型,小米,2G,ANDROID 4.4.4,2.0,社会渠道,227.18829,2.335555,59.85,2.55,5.7,1.2,0.0,21.3,否,4G本地语音套餐,4G本地语音套餐-36元套餐（冀）
5917,F1145716F1734A16E4BE3A990B49DA87,男,30.0,天津,公众客户,5,从不换机型,苹果,3G,IOS 6.0,1.0,自有渠道,2619.720984,0.0,77.15,0.4,0.3,0.1,0.0,18.75,否,省内流量套餐,60元1.5GB省内流量套餐
5918,F28531A7E9BFAC5FEB8F7F20E88D4EBE,男,24.0,承德,公众客户,34,频繁换机型,魅族,4G,ANDROID 4.4.4,1.0,自有渠道,679.341558,205.966112,93.8,5.4,1.8,3.6,3.6,62.4,否,校园专属-非小区B套餐,校园专属-沃派26元B套餐
5919,F2D475A23483C69E7F7041F29D5CF71D,男,59.0,邢台,公众客户,180,频繁换机型,三星,3G,ANDROID 4.1.1,2.0,社会渠道,736.439814,0.0,51.2,1.4,1.2,0.2,0.2,13.8,否,本地套餐,4G本地套餐-36元套餐
5920,F5301E1BD52852B01309764665E1E547,男,19.0,北京,公众客户,46,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,4317.744748,4317.744748,281.61,18.9,1.0,3.7,3.7,33.15,否,国内流量套餐,10元100MB国内流量套餐
5921,F55BD2E6541B0152D769B4AD629C563D,男,43.0,邢台,公众客户,9,频繁换机型,三星,3G,ANDROID,1.0,自有渠道,290.769545,13.78444,125.8,87.2,87.0,0.2,0.2,18.6,是,4G本地语音套餐,4G本地语音套餐-20元套餐
5922,458D30F7D775B2F42791929804EA9CE4,男,36.0,天津,公众客户,121,频繁换机型,苹果,3G,IOS,2.0,社会渠道,1301.329394,0.372279,344.95,254.1,248.7,3.0,0.0,71.55,否,本地套餐,4G本地套餐-26元套餐
5923,46276748C6F0027FE9E8FB3B085C8626,男,23.0,北京,公众客户,1,频繁换机型,苹果,4G,IOS,1.0,自有渠道,144.343528,0.0,64.35,21.7,21.0,0.7,0.7,28.65,否,省内流量套餐,10元150MB省内流量套餐
5924,46D5DAB5E6A0B2F62A047C26FFA0AEBC,女,22.0,承德,公众客户,34,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,1698.761816,68.395831,194.45,112.7,104.1,4.4,4.4,45.75,否,本地套餐,4G本地套餐-36元套餐
5925,47338F095A5AA27C08E6B63E5AB98B7A,男,23.0,天津,公众客户,9,频繁换机型,华为,4G,ANDROID 5.0,2.0,社会渠道,1285.745948,0.0,133.39,9.0,0.3,0.2,0.0,82.75,否,本地套餐,4G本地套餐-40元套餐（京津）
5926,4746EF4FBD324A2D14FF4FAD07AB295A,女,34.0,天津,公众客户,45,频繁换机型,华为,4G,ANDROID 5.0.2,1.0,自有渠道,1394.277355,791.021682,72.78,0.5,0.3,0.2,0.0,11.85,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
5928,496185CEBFF96391CC1C7BF5A005BACE,男,20.0,北京,公众客户,1,频繁换机型,维沃,3G,ANDROID,1.0,自有渠道,0.005001,0.005001,4.9,0.5,0.3,0.2,0.2,0.4,否,省内流量套餐,10元150MB省内流量套餐
5929,4A2A39E88F5CD0B75DD2293D373A37BA,女,25.0,廊坊,公众客户,3,频繁换机型,小米,4G,ANDROID 4.4.4,2.0,社会渠道,539.930152,0.0,107.45,26.5,26.4,0.1,0.1,40.95,否,4G本地语音套餐,4G本地语音套餐-10元套餐
5930,0C930E8C64728FE5EE10DD04DE3C1DED,男,25.0,北京,公众客户,41,频繁换机型,乐视,4G,ANDROID,1.0,自有渠道,493.584904,0.0,66.75,22.0,12.0,10.0,0.0,14.75,否,本地套餐,4G本地套餐-30元套餐（京闽琼宁）
5932,10E7916C5E36F1367E24310EE0F5EE9F,女,52.0,衡水,公众客户,85,频繁换机型,酷派,2G,ANDROID,1.0,自有渠道,0.702445,0.0,35.45,0.9,0.3,0.6,0.6,14.55,否,4G本地语音套餐,4G本地语音套餐-20元套餐
5933,1207EE966CE88CA583AC69B6AF5673AB,女,23.0,石家庄,公众客户,1,频繁换机型,酷派,2G,ANDROID,2.0,社会渠道,9.666766,0.0,8.65,3.1,3.0,0.1,0.1,5.55,否,4G本地语音套餐,4G本地语音套餐-20元套餐
5934,1402FDD71C835694F8778E590429F443,男,53.0,天津,公众客户,117,频繁换机型,苹果,4G,IOS 9.0,1.0,自有渠道,318.330016,68.953023,189.82,6.08,80.0,6.08,0.0,17.74,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
5935,1607AB8F7F805392DA03B44E28543848,女,31.0,北京,公众客户,35,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,3257.061851,143.734859,497.28,4.73,21.0,0.52,0.0,258.36,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
5936,160A8EA5EBB46126540535D382401D7A,男,24.0,天津,公众客户,1,频繁换机型,欧珀,4G,ANDROID,2.0,社会渠道,5.369342,0.0,4.75,1.9,1.8,0.1,0.0,2.85,否,本地套餐,4G本地套餐-40元套餐（天津）
5937,18628CC0877B48591D2A6ACF73C66A53,男,60.0,秦皇岛,公众客户,61,频繁换机型,世纪星,2G,ANDROID 2.3.6,2.0,社会渠道,0.331552,0.0,82.2,44.0,0.3,43.7,43.7,28.2,否,4G本地语音套餐,4G本地语音套餐-10元套餐
5938,1970023F8B436FCFAA10872095039743,男,23.0,天津,公众客户,83,频繁换机型,三星,4G,ANDROID 5.1.1,2.0,社会渠道,99.80657,76.327403,102.8,39.0,30.0,3.0,0.0,37.8,否,4G本地语音套餐,4G本地语音套餐-26元套餐
5939,19C1EB1BDC84A2DD5E1FBADE1D811A14,男,41.0,北京,公众客户,5,频繁换机型,三星,2G,ANDROID 4.1.2,1.0,自有渠道,577.932578,5.270758,22.8,9.8,9.6,0.2,0.2,3.0,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
5940,BF61C242E7BD1BF0C619FC1EF993A80D,女,30.0,天津,公众客户,60,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,2494.024053,715.299244,184.1,47.1,60.0,0.1,0.0,2.63,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
5941,C003159F7989ABF7C9FE2D9412BBCDD2,男,22.0,北京,公众客户,11,频繁换机型,三星,3G,ANDROID 4.1.1,2.0,社会渠道,482.462074,35.825604,175.3,42.4,27.0,15.7,15.7,102.9,否,本地套餐,4G本地套餐-30元套餐（京闽琼宁）
5942,C087BFF22C241422D4079DE319003AD0,女,39.0,衡水,公众客户,10,频繁换机型,中兴,3G,ANDROID 4.2.2,2.0,社会渠道,86.722059,0.0,52.6,31.8,26.1,0.7,0.7,10.8,否,4G本地语音套餐,4G本地语音套餐-10元套餐
5943,C088FCA43D9D0032661F3C13183A8380,女,31.0,北京,公众客户,97,频繁换机型,华为,4G,ANDROID 4.4.4,1.0,自有渠道,87.011177,22.396135,33.5,16.9,6.9,10.0,0.0,0.6,否,校园专属-非小区基本套餐,校园专属-沃派16元套餐(北京)
5944,C0CB49147035210DE25FC31987E5F5BD,男,18.0,天津,公众客户,1,频繁换机型,金立,2G,ANDROID,2.0,社会渠道,0.002857,0.0,11.95,0.4,0.3,0.1,0.1,11.55,否,本地套餐,4G本地套餐-40元套餐（天津）
5945,C120B92F98011D688A0CC6F9920F3F98,女,39.0,保定,公众客户,146,频繁换机型,酷派,2G,ANDROID,2.0,社会渠道,0.033127,0.0,11.4,0.4,0.3,0.1,0.1,1.0,否,4G本地语音套餐,4G本地语音套餐-10元套餐
5947,5E1E3A29F81998DCD02911814497B244,女,39.0,唐山,公众客户,28,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,1842.603897,1464.538995,161.57,13.6,10.8,0.1,0.1,94.7,否,本地套餐,4G本地套餐-26元套餐
5948,6103387A7F0FFDAF9E4E29F1DDB84543,男,41.0,保定,公众客户,7,频繁换机型,欧珀,2G,ANDROID 4.3,2.0,社会渠道,0.243808,0.0,90.25,4.8,0.3,4.5,4.5,75.45,否,4G本地语音套餐,4G本地语音套餐-10元套餐
5950,629D3E8F624E440B252EB0F6B8960330,男,27.0,廊坊,公众客户,71,频繁换机型,小米,3G,ANDROID 4.1.1,1.0,自有渠道,114.77956,13.525101,31.9,4.3,4.2,0.4,0.4,1.6,否,4G本地语音套餐,4G本地语音套餐-26元套餐（冀）
5951,631011E211CDB7DDE1334FC62344D0E4,女,48.0,天津,公众客户,1,频繁换机型,三星,3G,ANDROID 4.3,2.0,社会渠道,743.044042,51.381062,61.6,60.1,60.0,0.1,0.1,1.5,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
5952,64086347B5FAEBDC498A20C046151DEB,男,23.0,北京,公众客户,13,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,4445.9063,2186.329726,179.55,71.12,60.0,2.12,1.6,8.64,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
5953,64BC61CB04762B9C92281A1BE7E59CD5,男,24.0,天津,公众客户,1,频繁换机型,华为,4G,ANDROID 4.2.2,2.0,社会渠道,690.674375,97.542554,110.65,50.1,29.4,20.7,20.7,20.55,否,本地套餐,4G本地套餐-40元套餐（京津）
5955,665D21CD00974AC8F919F4BFB16E9EAA,男,45.0,承德,公众客户,1,频繁换机型,小米,2G,ANDROID 4.2.2,2.0,社会渠道,447.773059,0.0,65.95,60.1,60.0,0.1,0.1,5.85,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
5956,672E5FAC3B188D0E7AED68DB645DAB58,男,32.0,北京,公众客户,52,频繁换机型,苹果,4G,IOS 9.0,1.0,自有渠道,1579.682946,235.181184,202.44,35.68,39.6,2.08,0.0,5.76,否,国内流量套餐,60元1GB国内流量套餐
5957,6851D8EE9C18A629FFBC58EDBC0810E4,男,37.0,沧州,公众客户,1,频繁换机型,奥珀,4G,ANDROID,2.0,社会渠道,2.624613,0.0,2.0,1.4,0.9,0.5,0.5,0.6,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
5958,686B31689BC19D865C3B418A8B85C1A9,男,28.0,北京,公众客户,1,频繁换机型,华为,4G,ANDROID 5.1.1,2.0,社会渠道,0.17044,0.17044,3.85,0.4,0.3,0.1,0.1,3.45,否,校园专属-非小区基本套餐,校园专属-沃派16元套餐(北京)
5959,691830B243B6A03E98E2947AAF42E24E,男,52.0,天津,公众客户,129,频繁换机型,小米,4G,ANDROID 4.4.4,2.0,社会渠道,117.516759,8.751734,43.0,5.7,2.7,3.0,0.0,9.3,是,省内流量套餐,10元150MB省内流量套餐
5960,6A2BD4F6E49C2B76B3933119B46DAEB9,男,32.0,天津,公众客户,1,频繁换机型,华为,4G,ANDROID,2.0,社会渠道,574.372539,270.065919,89.1,60.6,60.0,0.6,0.6,28.5,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
5961,6A5B5AF5EE7CA29274213A53251DD64C,女,45.0,北京,公众客户,71,频繁换机型,苹果,4G,IOS 9.0,2.0,社会渠道,1075.221419,156.033587,99.35,0.52,45.0,0.52,0.0,11.52,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
5962,6AE6608041B0F10EEFB4285105A51B1B,男,17.0,天津,公众客户,18,频繁换机型,三星,3G,ANDROID,2.0,社会渠道,8207.980024,18.74506,144.69,49.7,5.7,20.0,0.0,0.6,是,本地套餐,4G本地套餐-40元套餐（京津）
5963,5EB311FDCBCA00112E58D998F98C594A,男,35.0,北京,公众客户,90,频繁换机型,三星,4G,ANDROID 4.4.4,2.0,社会渠道,981.533966,212.588481,127.25,28.6,18.6,10.0,0.0,22.65,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
5964,6012E2A64AD346B91EF8F8CFA4E70FB0,男,35.0,天津,公众客户,1,频繁换机型,奥珀,4G,ANDROID,2.0,社会渠道,1096.155753,0.0,23.85,22.2,21.9,0.3,0.3,1.65,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
5965,60824384416FBBE5A60BF2937623003A,女,30.0,衡水,公众客户,10,频繁换机型,欧珀,4G,ANDROID,2.0,社会渠道,460.793912,0.0,58.85,0.0,5.4,0.4,0.0,37.05,否,本地套餐,4G本地套餐-26元套餐
5967,E23964487B4ACAB5E56F543ABC385EE7,男,31.0,北京,公众客户,113,频繁换机型,苹果,3G,IOS 7.0,2.0,社会渠道,2912.441143,0.0,294.8,150.1,138.3,10.0,0.0,38.7,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
5968,E2462CB60B2B715093509DA17C5E84F0,男,25.0,天津,公众客户,3,频繁换机型,苹果,3G,IOS 7.0,2.0,社会渠道,1599.622184,1599.622184,205.2,31.61,60.0,2.5,0.0,70.5,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
5969,E26160DC94F0463E3F127A0E85716EE2,男,39.0,天津,公众客户,22,频繁换机型,小米,3G,ANDROID 4.3,1.0,自有渠道,2138.049894,0.0,74.04,7.5,4.5,3.0,0.0,20.1,否,本地套餐,4G本地套餐-40元套餐（京津）
5970,E29BF4A4BDF87F79CDCFCCDC8F8E5331,男,23.0,北京,公众客户,2,频繁换机型,小米,3G,ANDROID 4.3,1.0,自有渠道,1026.357067,0.0,60.2,17.8,6.9,10.9,10.9,2.4,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
5971,E2C414B725D935E57AE674E5D4D848DA,男,21.0,天津,公众客户,34,频繁换机型,宏达,3G,ANDROID,2.0,社会渠道,2966.578943,2098.190716,98.6,17.7,14.7,3.0,0.0,2.4,是,省内流量套餐,10元150MB省内流量套餐
5972,E31FF7EF37AA72BB6C2B602EFF67B98D,男,22.0,天津,公众客户,1,频繁换机型,小米,2G,ANDROID 4.4.4,2.0,社会渠道,139.034041,2.117415,36.0,24.0,0.9,23.1,15.1,12.0,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
5973,E328ED8B922041554FB817B90B8CA5A3,男,28.0,天津,公众客户,1,频繁换机型,华为,4G,ANDROID 5.1,1.0,自有渠道,1882.833809,331.874028,169.15,57.37,60.0,7.5,6.37,21.68,是,基本套餐,4G全国套餐-106元套餐（新）
5974,E344913730828DCC5CF3DF42C80F2D7A,男,23.0,邢台,公众客户,1,频繁换机型,欧珀,2G,ANDROID 4.3,2.0,社会渠道,210.034429,0.0,72.3,60.6,59.7,0.5,0.6,11.7,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
5975,E4066215E31EC94EF75C50A0D74B0D3F,男,39.0,天津,公众客户,47,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,2295.436486,2098.415608,141.03,60.1,60.0,0.1,0.0,10.95,否,智慧沃家共享,智慧沃家共享套餐-全国流量包79.9元2GB
5977,E51392D5222B0F2F6AE05515E1A9169F,男,19.0,天津,公众客户,2,频繁换机型,苹果,3G,IOS 6.0,1.0,自有渠道,8529.931784,0.0,194.89,0.0,53.4,1.0,0.0,49.15,否,本地套餐,4G本地套餐-26元套餐
5978,E58A238F52D8D7E894B7F3E8871A1DA3,男,24.0,沧州,公众客户,6,频繁换机型,苹果,3G,IOS,2.0,社会渠道,246.942902,49.62627,76.45,15.1,15.0,0.1,0.1,25.35,是,校园专属-非小区B套餐,校园专属-沃派26元B套餐
5979,E6C76A5E7E931887F17FCB8B4085E548,男,37.0,石家庄,公众客户,162,频繁换机型,苹果,4G,IOS 9.0,1.0,自有渠道,534.839787,0.0,52.1,25.8,26.1,1.6,0.0,0.3,否,本地套餐,4G本地套餐-26元套餐
5980,EB839280A5B9CA38F0D32891606DCB1C,女,23.0,天津,公众客户,8,频繁换机型,华为,4G,ANDROID 4.4.2,1.0,自有渠道,1319.988437,1260.982304,16.25,0.8,0.6,0.2,0.2,9.45,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
